Property_ID,Listing price,Data Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude,Remarks,Listing_price,Data_Source
PV0003,,,Scheme 54,Villa,2298,2298,3,5-10 years,North-East,No,Yes,Yes,Medium,Excellent,No,2831.0,3533,2015,Owner,22.72844,75.868282,,10204438.0,SYN
PV0004,,,Pipliyahana,Apartment,927,927,2,0-5 years,West,Yes,Yes,Yes,High,Good,Yes,2503.0,3106,2021,Owner,22.698065,75.921833,,3243749.0,SYN
PV0005,,,Scheme 54,Apartment,2191,2191,4,0-5 years,North,Yes,No,Yes,Medium,Average,No,2946.0,3772,2023,Owner,22.733188,75.872054,,9321831.0,SYN
PV0006,,,Bicholi Mardana,Apartment,1099,1099,2,0-5 years,South,No,No,No,Medium,Good,Yes,2187.0,2563,2024,Owner,22.778357,75.933143,,3054880.0,SYN
PV0007,,,Bhawarkuan,Independent House,2517,2517,4,0-5 years,East,Yes,No,Yes,Medium,Good,Yes,2487.0,3024,2021,Dealer,22.695436,75.837111,,8956505.0,SYN
PV0008,,,MR 10,Apartment,1347,1347,3,5-10 years,North,Yes,Yes,No,Medium,Good,No,2604.0,2857,2017,Dealer,22.769579,75.901527,,4327701.0,SYN
PV0009,,,Bicholi Hapsi,Independent House,831,831,1,0-5 years,South,Yes,No,No,Medium,Good,No,2087.0,2152,2021,Owner,22.786637,75.942253,,2129749.0,SYN
PV0010,,,Niranjanpur,Apartment,1521,1521,3,5-10 years,West,No,Yes,No,Low,Average,Yes,2533.0,3088,2015,Owner,22.759873,75.915653,,4804388.0,SYN
PV0011,,,Scheme 54,Apartment,2334,2334,4,0-5 years,East,No,Yes,Yes,Medium,Average,No,2932.0,4122,2023,Dealer,22.72981,75.867796,,12071195.0,SYN
PV0012,,,Nipania,Builder Floor,1502,1502,3,5-10 years,North,No,No,Yes,High,Good,No,2664.0,3534,2016,Dealer,22.755373,75.922924,,5570654.0,SYN
PV0013,,,Bicholi Mardana,Apartment,949,949,2,0-5 years,South-West,No,No,No,Medium,Average,No,2239.0,2438,2024,Owner,22.782632,75.92788,,2188081.0,SYN
PV0014,,,Scheme 54,Independent House,1248,1248,2,0-5 years,West,Yes,Yes,Yes,Medium,Good,No,2894.0,4183,2022,Owner,22.732742,75.872104,,6899631.0,SYN
PV0015,,,Super Corridor,Independent House,1442,1442,2,5-10 years,West,Yes,No,Yes,High,Average,Yes,2451.0,2598,2016,Dealer,22.787341,75.898648,,4374430.0,SYN
PV0016,,,Rajendra Nagar,Builder Floor,1022,1022,2,10-20 years,West,Yes,Yes,Yes,Low,Average,Yes,2544.0,3189,2014,Owner,22.707387,75.868512,,2862356.0,SYN
PV0017,,,Aerodrome Road,Apartment,640,640,1,0-5 years,South,Yes,Yes,Yes,Low,Average,No,2854.0,3536,2021,Dealer,22.724887,75.797879,,2322890.0,SYN
PV0018,,,Rajendra Nagar,Independent House,1693,1693,3,5-10 years,North-West,No,Yes,Yes,Low,Average,No,2595.0,3356,2015,Dealer,22.707846,75.865055,,6556005.0,SYN
PV0019,,,Annapurna,Apartment,864,864,2,20+ years,North-East,No,No,Yes,High,Average,No,2307.0,2613,2003,Dealer,22.68218,75.864256,,2174518.0,SYN
PV0020,,,Pipliyahana,Builder Floor,1444,1444,3,10-20 years,North,Yes,Yes,Yes,Medium,Average,Yes,2439.0,2901,2012,Owner,22.696879,75.919558,,3560720.0,SYN
PV0021,,,Kanadiya,Apartment,1091,1091,2,20+ years,West,No,No,No,Medium,Average,No,1965.0,2021,1994,Owner,22.800605,75.889958,,1777036.0,SYN
PV0022,,,Pipliyahana,Independent House,1623,1623,3,10-20 years,South-East,No,No,No,Medium,Good,Yes,2553.0,2933,2010,Owner,22.69665,75.921782,,4380188.0,SYN
PV0023,,,Bicholi Mardana,Independent House,2138,2138,3,5-10 years,South-East,No,No,No,Low,Poor,Yes,2236.0,2275,2018,Dealer,22.782025,75.927425,,5627627.0,SYN
PV0024,,,Rau,Apartment,861,861,2,5-10 years,South-West,Yes,No,Yes,Medium,Poor,Yes,1817.0,1860,2018,Owner,22.649649,75.808313,,1612759.0,SYN
PV0025,,,Bhawarkuan,Builder Floor,1715,1715,4,5-10 years,East,Yes,No,Yes,Low,Good,No,2542.0,3062,2016,Dealer,22.698662,75.843425,,5343483.0,SYN
PV0026,,,Vijay Nagar,Apartment,1469,1469,3,0-5 years,East,Yes,Yes,Yes,Low,Good,No,3210.0,4354,2024,Dealer,22.745067,75.900606,,7238536.0,SYN
PV0027,,,Aerodrome Road,Apartment,1304,1304,3,10-20 years,West,Yes,Yes,Yes,Medium,Excellent,No,2783.0,3592,2013,Dealer,22.724815,75.800363,,4335554.0,SYN
PV0028,,,Bicholi Mardana,Builder Floor,580,580,1,20+ years,East,Yes,No,No,Medium,Poor,No,2179.0,2361,1997,Dealer,22.778526,75.927097,,1188792.0,SYN
PV0029,,,Limbodi,Independent House,1344,1344,2,10-20 years,East,No,No,No,High,Average,Yes,1943.0,1973,2006,Dealer,22.820287,75.912059,,2582507.0,SYN
PV0030,,,Tilak Nagar,Apartment,916,916,2,0-5 years,North,Yes,Yes,No,Medium,Average,Yes,2371.0,2792,2022,Dealer,22.720874,75.867988,,3103254.0,SYN
PV0031,,,AB Road,Villa,3441,3441,4,5-10 years,East,No,Yes,Yes,Low,Good,No,3172.0,4026,2019,Dealer,22.72078,75.910122,,18604859.0,SYN
PV0032,,,Scheme 54,Apartment,1180,1180,3,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,2946.0,3937,2016,Dealer,22.727731,75.869854,,5352799.0,SYN
PV0033,,,Tilak Nagar,Independent House,1685,1685,3,20+ years,South-West,No,No,No,Low,Poor,No,2348.0,2665,1994,Dealer,22.719562,75.864633,,3509058.0,SYN
PV0034,,,Rajendra Nagar,Villa,1518,1518,2,5-10 years,North,Yes,No,Yes,High,Excellent,Yes,2629.0,2876,2016,Dealer,22.708337,75.863842,,5370867.0,SYN
PV0035,,,Vijay Nagar,Independent House,1464,1464,2,5-10 years,North,No,Yes,Yes,Low,Good,No,3140.0,4138,2015,Dealer,22.74749,75.901387,,7148420.0,SYN
PV0036,,,Vijay Nagar,Apartment,1535,1535,3,0-5 years,South,No,Yes,Yes,Low,Excellent,No,3193.0,4317,2023,Owner,22.741937,75.904743,,6640366.0,SYN
PV0037,,,LIG Colony,Plot,1092,1092,0,5-10 years,West,No,Yes,Yes,High,Good,Yes,2183.0,2233,2018,Dealer,22.728615,75.852414,,1917186.0,SYN
PV0038,,,Rajendra Nagar,Apartment,888,888,2,0-5 years,East,No,Yes,No,High,Poor,Yes,2613.0,3193,2020,Dealer,22.705473,75.863196,,3219699.0,SYN
PV0039,,,Silicon City,Independent House,2507,2507,4,5-10 years,North,No,No,No,Medium,Poor,No,2333.0,2376,2019,Dealer,22.73742,75.881502,,6787525.0,SYN
PV0040,,,Limbodi,Apartment,2129,2129,4,5-10 years,North-East,No,No,Yes,Medium,Good,No,1876.0,2082,2015,Owner,22.818714,75.912205,,4784656.0,SYN
PV0041,,,Palasia,Apartment,2174,2174,4,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3573.0,4856,2017,Owner,22.722756,75.880835,,11494254.0,SYN
PV0042,,,Aerodrome Road,Apartment,943,943,2,0-5 years,North,Yes,Yes,Yes,Low,Good,No,2832.0,3587,2020,Dealer,22.721282,75.80256,,3853254.0,SYN
PV0043,,,AB Road,Villa,4258,4258,4,0-5 years,South-East,Yes,Yes,Yes,Low,Excellent,No,3114.0,4314,2022,Dealer,22.722846,75.909483,,25143247.0,SYN
PV0044,,,Super Corridor,Villa,1352,1352,2,10-20 years,South,Yes,No,No,Medium,Average,No,2452.0,2540,2011,Owner,22.790459,75.902767,,4311022.0,SYN
PV0045,,,Tilak Nagar,Apartment,1039,1039,2,10-20 years,East,Yes,No,Yes,Low,Average,No,2451.0,2566,2010,Dealer,22.721126,75.86875,,2666337.0,SYN
PV0046,,,Pipliyahana,Apartment,968,968,2,5-10 years,North,Yes,Yes,Yes,Low,Good,No,2498.0,2874,2015,Owner,22.696992,75.919237,,2861499.0,SYN
PV0047,,,Mahalaxmi Nagar,Apartment,920,920,2,20+ years,East,No,No,Yes,Medium,Excellent,Yes,2520.0,3164,1999,Dealer,22.70921,75.860754,,2512154.0,SYN
PV0048,,,Tilak Nagar,Apartment,965,965,2,0-5 years,East,Yes,No,Yes,Medium,Poor,Yes,2385.0,2762,2024,Dealer,22.721401,75.867389,,3238546.0,SYN
PV0049,,,Annapurna,Apartment,1059,1059,2,10-20 years,East,No,Yes,Yes,Medium,Good,Yes,2294.0,2357,2010,Owner,22.68379,75.865445,,2652347.0,SYN
PV0050,,,Pipliyahana,Independent House,821,821,1,5-10 years,North-West,Yes,Yes,Yes,Medium,Good,No,2497.0,2890,2015,Owner,22.695655,75.917414,,2654617.0,SYN
PV0051,,,Aerodrome Road,Apartment,638,638,1,5-10 years,East,No,Yes,Yes,Low,Good,No,2746.0,3517,2018,Dealer,22.719423,75.800658,,2294496.0,SYN
PV0052,,,Scheme 54,Apartment,2254,2254,4,10-20 years,West,Yes,Yes,Yes,Low,Average,No,2944.0,3768,2010,Dealer,22.7279,75.86817,,7948141.0,SYN
PV0053,,,Banganga,Apartment,1175,1175,3,0-5 years,North,Yes,No,Yes,Medium,Poor,Yes,2124.0,2252,2023,Owner,22.711885,75.830746,,3018195.0,SYN
PV0054,,,Nipania,Apartment,1311,1311,3,0-5 years,West,No,No,Yes,Low,Poor,No,2652.0,3219,2022,Owner,22.754428,75.923527,,4928871.0,SYN
PV0055,,,Super Corridor,Apartment,887,887,2,5-10 years,North,Yes,No,Yes,Medium,Average,No,2340.0,2908,2018,Dealer,22.79149,75.902528,,2710392.0,SYN
PV0056,,,Bhawarkuan,Builder Floor,589,589,1,0-5 years,North-East,No,No,Yes,Medium,Poor,No,2460.0,3074,2024,Dealer,22.692486,75.839714,,1933081.0,SYN
PV0057,,,Niranjanpur,Builder Floor,1530,1530,3,0-5 years,North,No,Yes,Yes,High,Poor,Yes,2657.0,3345,2022,Owner,22.762646,75.918801,,6074478.0,SYN
PV0058,,,Super Corridor,Independent House,819,819,1,10-20 years,East,No,No,No,Low,Excellent,No,2465.0,2792,2005,Dealer,22.788882,75.900862,,2267083.0,SYN
PV0059,,,AB Road,Villa,2215,2215,3,0-5 years,West,Yes,Yes,Yes,Low,Excellent,Yes,3102.0,3824,2021,Dealer,22.724445,75.91252,,11782257.0,SYN
PV0060,,,AB Road,Apartment,2742,2742,4,0-5 years,South-East,Yes,Yes,No,Medium,Good,No,3143.0,3821,2021,Dealer,22.722485,75.909066,,12009173.0,SYN
PV0061,,,MR 10,Builder Floor,859,859,2,5-10 years,East,Yes,Yes,Yes,Low,Good,Yes,2666.0,3006,2018,Owner,22.768485,75.902874,,2489645.0,SYN
PV0062,,,Rau,Builder Floor,1705,1705,3,5-10 years,East,Yes,Yes,No,Medium,Average,No,1761.0,2007,2019,Dealer,22.647209,75.812709,,3573646.0,SYN
PV0063,,,Kanadiya,Apartment,1300,1300,3,0-5 years,East,No,No,Yes,Medium,Average,Yes,1980.0,2243,2022,Owner,22.799653,75.890004,,3307891.0,SYN
PV0064,,,Nipania,Builder Floor,1229,1229,3,10-20 years,North-East,Yes,No,No,Low,Average,Yes,2768.0,3593,2014,Dealer,22.754365,75.923399,,4647861.0,SYN
PV0065,,,Aerodrome Road,Villa,2815,2815,3,0-5 years,South,Yes,No,Yes,Medium,Good,No,2871.0,3609,2020,Dealer,22.718794,75.800242,,12886655.0,SYN
PV0066,,,Mahalaxmi Nagar,Independent House,2118,2118,3,5-10 years,East,Yes,No,No,Medium,Excellent,No,2520.0,3205,2019,Owner,22.712096,75.85856,,7442210.0,SYN
PV0067,,,Vijay Nagar,Apartment,1254,1254,3,10-20 years,North,Yes,Yes,Yes,Medium,Good,No,3123.0,4398,2005,Owner,22.744467,75.901592,,5123689.0,SYN
PV0068,,,Silicon City,Independent House,2118,2118,3,20+ years,West,No,No,No,Medium,Good,No,2321.0,2422,1993,Owner,22.738804,75.883269,,4669301.0,SYN
PV0069,,,Bhawarkuan,Builder Floor,1213,1213,3,5-10 years,North,Yes,No,Yes,High,Good,Yes,2530.0,2903,2015,Dealer,22.694106,75.840741,,3790951.0,SYN
PV0070,,,Scheme 54,Apartment,1374,1374,3,10-20 years,North-West,Yes,Yes,Yes,Medium,Poor,No,2896.0,3524,2007,Owner,22.732103,75.866724,,5079437.0,SYN
PV0071,,,Pardesipura,Builder Floor,1039,1039,2,10-20 years,North,Yes,Yes,Yes,Medium,Average,No,2243.0,2468,2014,Dealer,22.768757,75.875322,,2449873.0,SYN
PV0072,,,AB Road,Apartment,1691,1691,3,0-5 years,West,Yes,Yes,Yes,Low,Good,No,3035.0,4257,2022,Dealer,22.720054,75.914459,,8458051.0,SYN
PV0073,,,Silicon City,Independent House,1215,1215,2,5-10 years,West,No,No,No,High,Good,No,2270.0,2392,2019,Owner,22.738926,75.876559,,3409104.0,SYN
PV0074,,,Vijay Nagar,Apartment,2608,2608,4,0-5 years,South,Yes,Yes,Yes,Medium,Good,No,3216.0,4285,2024,Dealer,22.748716,75.899112,,12107890.0,SYN
PV0075,,,Vijay Nagar,Apartment,1378,1378,3,5-10 years,South-West,Yes,Yes,Yes,Low,Good,No,3263.0,4941,2016,Dealer,22.746899,75.899309,,7712396.0,SYN
PV0076,,,AB Road,Apartment,2289,2289,4,10-20 years,West,Yes,No,Yes,Medium,Good,No,3033.0,4038,2013,Owner,22.719005,75.913738,,8503278.0,SYN
PV0077,,,Bhawarkuan,Apartment,1489,1489,3,0-5 years,South-West,Yes,Yes,Yes,Medium,Good,Yes,2515.0,3170,2024,Dealer,22.693668,75.840604,,5081848.0,SYN
PV0078,,,MR 10,Apartment,907,907,2,10-20 years,South-West,Yes,No,Yes,High,Average,No,2662.0,3160,2009,Dealer,22.771391,75.904896,,2637563.0,SYN
PV0079,,,Tilak Nagar,Independent House,2016,2016,3,10-20 years,West,No,No,Yes,Medium,Average,Yes,2397.0,2525,2011,Owner,22.723651,75.865063,,5577569.0,SYN
PV0080,,,Tilak Nagar,Villa,2341,2341,3,10-20 years,West,No,No,Yes,Medium,Excellent,No,2333.0,2868,2011,Dealer,22.71739,75.862849,,6587183.0,SYN
PV0081,,,Mahalaxmi Nagar,Independent House,1764,1764,3,20+ years,West,Yes,Yes,No,Low,Average,No,2445.0,2856,2000,Owner,22.710231,75.858851,,4705812.0,SYN
PV0082,,,Palasia,Apartment,1074,1074,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,3557.0,5068,2024,Dealer,22.727516,75.880469,,6138736.0,SYN
PV0083,,,Scheme 54,Apartment,1013,1013,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,2896.0,4333,2021,Dealer,22.729311,75.866812,,5014381.0,SYN
PV0084,,,Scheme 54,Apartment,1077,1077,2,5-10 years,North-West,Yes,Yes,Yes,Medium,Excellent,No,2968.0,3951,2017,Owner,22.728071,75.867945,,4775434.0,SYN
PV0085,,,Pipliyahana,Apartment,1470,1470,3,5-10 years,East,Yes,No,Yes,High,Good,Yes,2499.0,2774,2016,Dealer,22.695454,75.917321,,4249841.0,SYN
PV0086,,,Silicon City,Plot,1211,1211,0,0-5 years,North,No,No,No,Low,Average,Yes,2342.0,2587,2024,Dealer,22.742524,75.877407,,2853085.0,SYN
PV0087,,,Silicon City,Independent House,767,767,1,0-5 years,East,Yes,No,Yes,High,Average,No,2363.0,2790,2022,Dealer,22.740652,75.880582,,2878050.0,SYN
PV0088,,,Aerodrome Road,Apartment,1653,1653,3,5-10 years,North,Yes,Yes,Yes,Low,Average,Yes,2827.0,3873,2018,Dealer,22.721511,75.804371,,7111503.0,SYN
PV0089,,,Bhawarkuan,Builder Floor,658,658,1,20+ years,West,No,Yes,Yes,High,Good,Yes,2551.0,3374,1992,Dealer,22.697124,75.840555,,1871451.0,SYN
PV0090,,,Scheme 54,Apartment,1249,1249,3,5-10 years,North-East,Yes,Yes,Yes,Low,Good,No,2955.0,3824,2015,Dealer,22.729679,75.866956,,5618781.0,SYN
PV0091,,,Kanadiya,Apartment,570,570,1,20+ years,North,No,No,No,Medium,Good,Yes,2003.0,2294,1991,Dealer,22.798041,75.893356,,1242285.0,SYN
PV0092,,,Sudama Nagar,Plot,1379,1379,0,5-10 years,East,No,No,Yes,Medium,Good,Yes,2213.0,2373,2015,Owner,22.688902,75.842899,,2827231.0,SYN
PV0093,,,Nipania,Apartment,1280,1280,3,10-20 years,West,Yes,Yes,No,Low,Excellent,No,2664.0,3370,2008,Dealer,22.755808,75.920266,,4403929.0,SYN
PV0094,,,Rajendra Nagar,Apartment,2168,2168,4,5-10 years,West,Yes,No,Yes,Low,Average,Yes,2559.0,3082,2017,Owner,22.702852,75.864504,,7333938.0,SYN
PV0095,,,Bicholi Mardana,Plot,1209,1209,0,5-10 years,North-West,No,No,Yes,Medium,Average,No,2155.0,2301,2017,Owner,22.779811,75.931618,,2438778.0,SYN
PV0096,,,Annapurna,Builder Floor,875,875,2,20+ years,North,Yes,No,Yes,High,Average,No,2364.0,2468,1998,Owner,22.685769,75.863891,,1727319.0,SYN
PV0097,,,Sudama Nagar,Builder Floor,2147,2147,4,5-10 years,South-West,Yes,No,Yes,Medium,Poor,No,2235.0,2337,2019,Dealer,22.686516,75.839976,,5219264.0,SYN
PV0098,,,Limbodi,Apartment,1149,1149,2,0-5 years,North,Yes,Yes,No,High,Good,Yes,1906.0,1992,2023,Dealer,22.819905,75.909365,,2710473.0,SYN
PV0099,,,Vijay Nagar,Independent House,2030,2030,3,5-10 years,South,Yes,Yes,Yes,Low,Good,Yes,3175.0,4638,2015,Owner,22.742412,75.901509,,10700412.0,SYN
PV0100,,,Limbodi,Apartment,1453,1453,3,0-5 years,East,No,No,Yes,Medium,Poor,No,1876.0,2130,2020,Dealer,22.820493,75.912218,,3591703.0,SYN
PV0101,,,Palasia,Builder Floor,896,896,2,0-5 years,North,Yes,Yes,Yes,Medium,Excellent,No,3564.0,5313,2024,Owner,22.72697,75.884042,,4981646.0,SYN
PV0102,,,Mahalaxmi Nagar,Apartment,977,977,2,5-10 years,South,Yes,Yes,Yes,Medium,Good,Yes,2536.0,2728,2017,Owner,22.711902,75.857215,,2725987.0,SYN
PV0103,,,Scheme 54,Builder Floor,1822,1822,4,10-20 years,North,Yes,No,Yes,High,Good,No,2964.0,3812,2013,Dealer,22.731907,75.869003,,7039607.0,SYN
PV0104,,,Palasia,Villa,2733,2733,3,0-5 years,East,Yes,Yes,Yes,Low,Excellent,No,3518.0,5514,2022,Dealer,22.721639,75.882987,,21840881.0,SYN
PV0105,,,Scheme 54,Apartment,1401,1401,3,0-5 years,North,Yes,Yes,Yes,Low,Poor,Yes,2971.0,3930,2022,Owner,22.729255,75.873102,,6340826.0,SYN
PV0106,,,AB Road,Apartment,1387,1387,3,5-10 years,West,Yes,Yes,No,Low,Excellent,Yes,3018.0,4057,2019,Dealer,22.720566,75.915892,,5360359.0,SYN
PV0107,,,Bhawarkuan,Independent House,1996,1996,3,5-10 years,South,Yes,No,No,Medium,Excellent,No,2434.0,2801,2016,Dealer,22.694458,75.840289,,6668026.0,SYN
PV0108,,,Bicholi Hapsi,Apartment,1425,1425,3,5-10 years,North,No,No,No,Medium,Average,No,2099.0,2380,2015,Dealer,22.78766,75.937161,,3836452.0,SYN
PV0109,,,AB Road,Apartment,832,832,2,5-10 years,South-West,Yes,Yes,Yes,High,Good,Yes,3024.0,3912,2015,Dealer,22.719083,75.911059,,3617197.0,SYN
PV0110,,,Bhawarkuan,Apartment,1203,1203,3,10-20 years,North,No,Yes,Yes,Medium,Good,No,2458.0,3368,2008,Dealer,22.694169,75.836949,,4166512.0,SYN
PV0111,,,Mahalaxmi Nagar,Builder Floor,2775,2775,4,20+ years,West,Yes,Yes,Yes,High,Average,No,2444.0,2901,1996,Owner,22.710025,75.862385,,6948255.0,SYN
PV0112,,,Pipliyahana,Villa,987,987,1,10-20 years,East,No,No,Yes,Low,Good,No,2482.0,3042,2008,Owner,22.698725,75.920636,,3719957.0,SYN
PV0113,,,Scheme 54,Apartment,1234,1234,3,5-10 years,North-East,Yes,No,Yes,Low,Poor,No,2976.0,3775,2019,Dealer,22.730801,75.866823,,5112833.0,SYN
PV0114,,,Vijay Nagar,Builder Floor,2469,2469,4,0-5 years,East,Yes,Yes,Yes,Low,Poor,No,3185.0,4436,2024,Dealer,22.743935,75.905378,,12723491.0,SYN
PV0115,,,Rau,Apartment,860,860,2,10-20 years,North,Yes,No,No,High,Average,Yes,1808.0,2110,2011,Owner,22.648957,75.809719,,1857944.0,SYN
PV0116,,,Scheme 54,Apartment,1492,1492,3,5-10 years,South-West,Yes,Yes,Yes,Low,Excellent,No,2914.0,3641,2017,Owner,22.727726,75.868428,,5142475.0,SYN
PV0117,,,Pipliyahana,Builder Floor,1479,1479,3,10-20 years,East,Yes,Yes,Yes,Low,Average,No,2502.0,2746,2006,Dealer,22.697149,75.917351,,4038611.0,SYN
PV0118,,,Bicholi Hapsi,Builder Floor,926,926,2,5-10 years,East,Yes,Yes,Yes,High,Average,No,2143.0,2279,2018,Dealer,22.788783,75.936612,,2194749.0,SYN
PV0119,,,AB Road,Apartment,1311,1311,3,5-10 years,South-East,Yes,Yes,Yes,Low,Excellent,No,3073.0,4368,2015,Dealer,22.717844,75.914974,,7641293.0,SYN
PV0120,,,Aerodrome Road,Villa,2837,2837,3,5-10 years,South,Yes,Yes,Yes,Low,Excellent,No,2773.0,3353,2016,Owner,22.723718,75.803382,,12326805.0,SYN
PV0121,,,Super Corridor,Independent House,745,745,1,0-5 years,North-East,Yes,Yes,No,Medium,Good,No,2356.0,2843,2024,Owner,22.789899,75.898898,,2715526.0,SYN
PV0122,,,Rajendra Nagar,Apartment,951,951,2,0-5 years,North,Yes,No,Yes,Medium,Good,No,2633.0,3201,2023,Owner,22.70744,75.866171,,3744669.0,SYN
PV0123,,,Palasia,Apartment,1427,1427,3,5-10 years,South,Yes,No,Yes,Medium,Good,No,3446.0,5583,2017,Owner,22.727704,75.881967,,8567412.0,SYN
PV0124,,,Sudama Nagar,Independent House,785,785,1,5-10 years,East,No,No,Yes,Medium,Poor,Yes,2199.0,2413,2019,Owner,22.688319,75.83742,,2247741.0,SYN
PV0125,,,AB Road,Builder Floor,2116,2116,4,0-5 years,North-West,No,Yes,Yes,Low,Good,No,3030.0,4301,2023,Owner,22.721418,75.911634,,10345856.0,SYN
PV0126,,,Aerodrome Road,Apartment,1021,1021,2,10-20 years,North-West,Yes,No,Yes,Low,Poor,No,2781.0,3619,2005,Dealer,22.720779,75.801179,,3403666.0,SYN
PV0127,,,Tilak Nagar,Builder Floor,484,484,1,0-5 years,East,No,Yes,Yes,Medium,Average,No,2378.0,2568,2023,Owner,22.719844,75.864788,,1306486.0,SYN
PV0128,,,Vijay Nagar,Apartment,1118,1118,2,0-5 years,East,Yes,Yes,Yes,Low,Good,No,3153.0,4340,2024,Dealer,22.74552,75.899773,,5536551.0,SYN
PV0129,,,Aerodrome Road,Apartment,1543,1543,3,5-10 years,South,No,Yes,Yes,Low,Good,No,2729.0,3893,2017,Dealer,22.71836,75.80401,,7054355.0,SYN
PV0130,,,Kanadiya,Independent House,1890,1890,3,5-10 years,North,Yes,No,No,High,Good,No,2020.0,2333,2017,Dealer,22.802265,75.891453,,5249029.0,SYN
PV0131,,,Banganga,Independent House,1282,1282,2,0-5 years,West,Yes,Yes,No,Medium,Good,Yes,2099.0,2384,2022,Dealer,22.710621,75.827488,,3660615.0,SYN
PV0132,,,Nipania,Builder Floor,1643,1643,3,0-5 years,East,Yes,Yes,No,Medium,Excellent,Yes,2654.0,3363,2022,Dealer,22.755077,75.919707,,6751904.0,SYN
PV0133,,,Scheme 54,Apartment,2227,2227,4,5-10 years,South,Yes,No,Yes,Low,Good,Yes,2872.0,3884,2017,Owner,22.732679,75.870208,,8922517.0,SYN
PV0134,,,LIG Colony,Apartment,1318,1318,3,10-20 years,North,Yes,No,Yes,Low,Average,No,2257.0,2250,2007,Dealer,22.728459,75.852358,,2996141.0,SYN
PV0135,,,Nipania,Apartment,1578,1578,3,0-5 years,West,Yes,Yes,Yes,Low,Excellent,Yes,2768.0,3248,2021,Dealer,22.75719,75.922227,,5892152.0,SYN
PV0136,,,Pipliyahana,Independent House,683,683,1,0-5 years,North,Yes,No,Yes,Low,Average,No,2462.0,2669,2023,Owner,22.700236,75.923281,,2208280.0,SYN
PV0137,,,Limbodi,Builder Floor,977,977,2,10-20 years,North,Yes,No,Yes,Medium,Excellent,No,1943.0,1988,2011,Owner,22.817953,75.907082,,1685076.0,SYN
PV0138,,,Super Corridor,Villa,907,907,1,0-5 years,North,Yes,Yes,No,Medium,Poor,Yes,2469.0,2872,2023,Dealer,22.790222,75.898318,,3721044.0,SYN
PV0139,,,Kanadiya,Independent House,687,687,1,5-10 years,South-West,No,No,Yes,High,Average,Yes,1951.0,2073,2017,Dealer,22.797753,75.892623,,1504133.0,SYN
PV0140,,,Mahalaxmi Nagar,Apartment,935,935,2,5-10 years,North,No,Yes,Yes,Low,Good,No,2453.0,3024,2017,Owner,22.713692,75.861137,,3148866.0,SYN
PV0141,,,AB Road,Villa,1841,1841,2,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3051.0,4145,2017,Owner,22.721391,75.910314,,10216001.0,SYN
PV0142,,,Pipliyahana,Apartment,847,847,2,20+ years,East,Yes,No,Yes,Low,Excellent,No,2506.0,2839,1996,Owner,22.700655,75.919719,,2009482.0,SYN
PV0143,,,MR 10,Builder Floor,1365,1365,3,0-5 years,North,No,No,No,High,Average,Yes,2573.0,2894,2020,Dealer,22.766646,75.905519,,4331009.0,SYN
PV0144,,,AB Road,Independent House,1953,1953,3,5-10 years,South-East,Yes,Yes,Yes,Low,Good,Yes,3148.0,4125,2018,Owner,22.722753,75.912342,,8564503.0,SYN
PV0145,,,Vijay Nagar,Apartment,1489,1489,3,20+ years,South-East,Yes,Yes,Yes,Low,Good,No,3151.0,4433,1993,Dealer,22.746037,75.898448,,5685140.0,SYN
PV0146,,,Niranjanpur,Apartment,946,946,2,0-5 years,East,Yes,No,No,Medium,Average,No,2580.0,2864,2022,Dealer,22.76254,75.917527,,3009890.0,SYN
PV0147,,,Scheme 54,Apartment,1440,1440,3,10-20 years,South,Yes,No,Yes,Low,Poor,No,2848.0,3691,2006,Owner,22.732419,75.867869,,5114542.0,SYN
PV0148,,,Super Corridor,Apartment,1475,1475,3,0-5 years,North,Yes,No,Yes,Low,Good,Yes,2416.0,2549,2021,Dealer,22.791223,75.898442,,4760054.0,SYN
PV0149,,,Kanadiya,Apartment,1198,1198,3,5-10 years,West,No,No,No,Low,Good,Yes,1983.0,2036,2018,Dealer,22.798098,75.892683,,2429133.0,SYN
PV0150,,,Pardesipura,Villa,1014,1014,1,0-5 years,North,Yes,Yes,No,Medium,Excellent,No,2232.0,2573,2022,Dealer,22.764,75.874297,,3356171.0,SYN
PV0151,,,Kanadiya,Apartment,969,969,2,0-5 years,South-West,No,Yes,Yes,Medium,Poor,Yes,1961.0,2002,2021,Owner,22.802641,75.894862,,2071049.0,SYN
PV0152,,,Vijay Nagar,Independent House,1990,1990,3,0-5 years,South,Yes,Yes,Yes,Low,Excellent,No,3144.0,4355,2020,Owner,22.747051,75.899574,,10542314.0,SYN
